종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,업종명
001620,케이비아이동국실업,KOSPI,,618,3,0.49,617,620,615,26819,16549719,68779093158,111293031,운수장비
424140,케이비제21호스팩,KOSDAQ,SPAC(소속부없음),2150,0,0.0,2150,2155,2145,3415,7342280,16576500000,7710000,금융
192250,케이사인,KOSDAQ,벤처기업부,1104,1,0.09,1106,1116,1098,104718,115681559,78021067728,70671257,출판·매체복제
029460,케이씨,KOSPI,,20950,-850,-3.9,21200,21800,20850,54723,1154898850,283957221800,13554044,의료정밀
115500,케이씨에스,KOSDAQ,중견기업부,6420,-90,-1.38,6470,6550,6410,44244,285561140,77040000000,12000000,기타서비스
281820,케이씨텍,KOSPI,,52700,-3800,-6.73,55600,57300,51500,451146,24009191900,1099404001200,20861556,의료정밀
089150,케이씨티,KOSDAQ,중견기업부,2480,20,0.81,2490,2500,2440,16485,40543500,42532000000,17150000,기타서비스
025880,케이씨피드,KOSDAQ,중견기업부,2590,-10,-0.38,2585,2605,2560,19561,50413930,43294072220,16715858,음식료·담배
093320,케이아이엔엑스,KOSDAQ,우량기업부,78500,1900,2.48,76000,79900,76000,18441,1446167100,383080000000,4880000,기타서비스
093640,케이알엠,KOSDAQ,벤처기업부,5970,-130,-2.13,6100,6100,5820,122119,725923010,177361315110,29708763,일반전기전자
073010,케이에스피,KOSDAQ,우량기업부,4220,-50,-1.17,4250,4300,4185,203885,861856545,169607075000,40191250,기계·장비
105330,케이엔더블유,KOSDAQ,우량기업부,6700,-70,-1.03,6770,6800,6600,10393,69171410,107602187600,16060028,운송장비·부품
053080,케이엔솔,KOSDAQ,우량기업부,16580,-470,-2.76,16990,17220,16560,220784,3708603800,215536800060,12999807,기계·장비
199430,케이엔알시스템,KOSDAQ,기술성장기업부,10550,50,0.48,10740,11360,10530,433464,4743377670,114654372150,10867713,의료·정밀기기
432470,케이엔에스,KOSDAQ,벤처기업부,17940,560,3.22,17290,18200,16940,51114,902473840,77810767320,4337278,기계·장비
272110,케이엔제이,KOSDAQ,우량기업부,18950,-200,-1.04,19110,19200,18500,175141,3289209870,151133735250,7975395,일반전기전자
039420,케이엘넷,KOSDAQ,중견기업부,2595,-5,-0.19,2605,2605,2575,32500,83902910,62681524350,24154730,기타서비스
083550,케이엠,KOSDAQ,우량기업부,3735,40,1.08,3695,3765,3675,3415,12714480,46217734110,12374226,섬유·의류
032500,케이엠더블유,KOSDAQ,중견기업부,12370,-120,-0.96,12410,12680,12220,98135,1215529370,492584322710,39820883,일반전기전자
225430,케이엠제약,KOSDAQ,벤처기업부,753,8,1.07,745,753,745,36176,27101838,20998948650,27887050,화학
102370,케이옥션,KOSDAQ,기술성장기업부,3655,200,5.79,3490,3800,3310,301915,1108857825,99522762550,27229210,유통
068100,케이웨더,KOSDAQ,기술성장기업부,4360,-85,-1.91,4410,4475,4345,67136,294851285,43336717040,9939614,기계·장비
381970,케이카,KOSPI,,13180,-10,-0.08,13190,13320,13050,57163,749537880,635039722140,48182073,유통업
145270,케이탑리츠,KOSPI,,1025,-3,-0.29,1029,1029,1023,36568,37479897,49262293350,48060774,서비스업
036030,케이티알파,KOSDAQ,우량기업부,4625,-10,-0.22,4690,4690,4600,20982,97208500,226714183875,49019283,유통
064820,케이프,KOSDAQ,우량기업부,5380,-90,-1.65,5430,5460,5330,80486,432869630,166251296640,30901728,운송장비·부품
256940,케이피에스,KOSDAQ,벤처기업부,6360,130,2.09,6230,6400,6170,46708,292666700,119241464880,18748658,기계·장비
024880,케이피에프,KOSDAQ,우량기업부,5090,0,0.0,5090,5100,5030,42610,215680230,105275441820,20682798,금속
042040,케이피엠테크,KOSDAQ,중견기업부,312,2,0.65,310,315,309,85901,26681393,54431806104,174460917,유통
054410,케이피티유,KOSDAQ,벤처기업부,4175,10,0.24,4170,4220,4150,4611,19242190,23907903700,5726444,금속
258610,케일럼,KOSDAQ,중견기업부,1791,-26,-1.43,1818,1846,1770,41250,74319287,47975755203,26787133,금속
274090,켄코아에어로스페이스,KOSDAQ,기술성장기업부,10510,-130,-1.22,10660,10660,10490,26166,275932290,135718005260,12913226,운송장비·부품
402420,켈스,KONEX,일반기업부,9400,0,0.0,0,0,0,0,0,20929476000,2226540,
089010,켐트로닉스,KOSDAQ,우량기업부,26200,-400,-1.5,26400,26600,25800,124169,3241317300,401759865200,15334346,화학
220260,켐트로스,KOSDAQ,우량기업부,6400,-100,-1.54,6440,6540,6400,75748,487793910,169973164800,26558307,화학
176590,코나솔,KONEX,일반기업부,6660,100,1.52,6780,6780,6560,2211,14700360,38783397780,5823333,
052400,코나아이,KOSDAQ,우량기업부,15580,960,6.57,14620,15660,14560,74681,1137581080,232141984420,14899999,출판·매체복제
402030,코난테크놀로지,KOSDAQ,기술성장기업부,19660,150,0.77,19510,20250,19470,25484,507332520,224550386080,11421688,출판·매체복제
391710,코닉오토메이션,KOSDAQ,중견기업부,2755,5,0.18,2730,2775,2730,41170,113145800,114341376610,41503222,기계·장비
046070,코다코,KOSDAQ,관리종목(소속부없음),257,0,0.0,0,0,0,0,0,10996016392,42786056,운송장비·부품
047770,코데즈컴바인,KOSDAQ,중견기업부,1394,0,0.0,1383,1398,1383,12091,16840940,52752587188,37842602,섬유·의류
080530,코디,KOSDAQ,벤처기업부,1917,-6,-0.31,1903,1934,1861,104102,197792280,78101896410,40741730,화학
417310,코람코더원리츠,KOSPI,,5090,10,0.2,5090,5110,5050,37770,191884360,205636000000,40400000,서비스업
357120,코람코라이프인프라리츠,KOSPI,,4610,0,0.0,4625,4630,4585,140394,645799415,408143925140,88534474,서비스업
104540,코렌텍,KOSDAQ,기술성장기업부,8050,-180,-2.19,8150,8230,8050,9926,80697370,102925207000,12785740,의료·정밀기기
027050,코리아나,KOSDAQ,중견기업부,2950,10,0.34,2940,2995,2880,430080,1261043130,118000000000,40000000,화학
007815,코리아써우,KOSPI,,7090,-30,-0.42,7120,7140,7000,872,6166610,21019652100,2964690,전기전자
007810,코리아써키트,KOSPI,,15490,-400,-2.52,15840,15880,15470,101552,1581944290,365885432990,23620751,전기전자
00781K,코리아써키트2우B,KOSPI,,6980,-50,-0.71,7030,7030,6910,377,2633990,5470219020,783699,전기전자
190650,코리아에셋투자증권,KOSDAQ,우량기업부,6220,60,0.97,6160,6220,6150,8351,51723310,39733360000,6388000,금융
123410,코리아에프티,KOSDAQ,우량기업부,5340,-20,-0.37,5310,5490,5310,226615,1224123010,148671281760,27841064,운송장비·부품
003690,코리안리,KOSPI,,8000,50,0.63,7950,8060,7930,187028,1493387300,1322940208000,165367526,보험
036690,코맥스,KOSDAQ,관리종목(소속부없음),2885,0,0.0,0,0,0,0,0,45885746130,15904938,일반전기전자
049430,코메론,KOSDAQ,우량기업부,9560,370,4.03,9250,9560,9210,56501,532727770,86498880000,9048000,의료·정밀기기
183300,코미코,KOSDAQ GLOBAL,우량기업부,81300,-1000,-1.22,80000,82800,80000,39154,3179630400,850453609200,10460684,기계·장비
041960,코미팜,KOSDAQ,벤처기업부,4210,10,0.24,4200,4240,4110,48126,201275810,297244793440,70604464,제약
089890,코세스,KOSDAQ,우량기업부,14900,-570,-3.68,15310,15470,14890,435412,6660415200,247115933800,16584962,기계·장비
360350,코셈,KOSDAQ,기술성장기업부,10660,-10,-0.09,10610,10880,10590,22624,241053520,60356600200,5661970,의료·정밀기기
189350,코셋,KONEX,일반기업부,1765,0,0.0,1765,1765,1765,1,1765,8472000000,4800000,
082660,코스나인,KOSDAQ,투자주의환기종목(소속부없음),528,-74,-12.29,600,601,442,7123934,3606686664,46791818832,88620869,화학
192820,코스맥스,KOSPI,,180200,4100,2.33,177400,180300,174300,72068,12844467700,2045181521800,11349509,화학
044820,코스맥스비티아이,KOSPI,,10020,10,0.1,10030,10030,9900,10503,104477780,96231288420,9603921,기타금융
222040,코스맥스엔비티,KOSDAQ,중견기업부,4050,100,2.53,3860,4110,3860,109793,444320290,83543400000,20628000,음식료·담배
241710,코스메카코리아,KOSDAQ,우량기업부,81900,-400,-0.49,81800,85400,75300,161939,13444390100,874692000000,10680000,화학
005070,코스모신소재,KOSPI,,141200,-2800,-1.94,144000,145900,140800,256274,36397835200,4590518747200,32510756,화학
005420,코스모화학,KOSPI,,26200,200,0.77,26000,26500,25850,192513,5021710900,1006295573600,38408228,화학
355150,코스텍시스,KOSDAQ,벤처기업부,14000,-700,-4.76,14610,14890,13990,161710,2298600010,107894780000,7706770,일반전기전자
169670,코스텍시스템,KONEX,일반기업부,14600,1350,10.19,13480,14950,13250,30699,436706320,41878654600,2868401,
071950,코아스,KOSPI,,1040,-58,-5.28,1108,1200,1001,8760220,9304091568,32143498400,30907210,기타제조업
166480,코아스템켐온,KOSDAQ,벤처기업부,12420,770,6.61,11760,12530,11650,157084,1889286730,408250069920,32870376,제약
045970,코아시아,KOSDAQ,중견기업부,9690,-340,-3.39,9770,10300,9500,744447,7317354500,254991148440,26314876,일반전기전자
196450,코아시아씨엠,KOSDAQ,중견기업부,1461,-130,-8.17,1547,1585,1447,2821200,4270190502,66211909302,45319582,의료·정밀기기
384470,코어라인소프트,KOSDAQ,기술성장기업부,11600,960,9.02,10630,11730,10600,387982,4430930610,148701142400,12819064,출판·매체복제
029960,코엔텍,KOSDAQ,우량기업부,7000,0,0.0,7000,7040,6970,29900,209363000,350000000000,50000000,전기·가스·수도
002020,코오롱,KOSPI,,17180,1370,8.67,15890,19800,15860,3998177,73539102410,216921998680,12626426,기타금융
138490,코오롱ENP,KOSPI,,7450,110,1.5,7340,8010,7260,818760,6247636870,283100000000,38000000,화학
003070,코오롱글로벌,KOSPI,,11620,70,0.61,11550,13640,11230,1630186,20711709200,219998125060,18932713,건설업
003075,코오롱글로벌우,KOSPI,,19120,-180,-0.93,19270,21500,19120,27449,548291740,14162891440,740737,건설업
450140,코오롱모빌리티그룹,KOSPI,,2865,20,0.7,2850,3355,2845,3668960,11382317310,179856821250,62777250,유통업
45014K,코오롱모빌리티그룹우,KOSPI,,5300,-30,-0.56,5330,5380,5300,1732,9312930,13017436000,2456120,유통업
102940,코오롱생명과학,KOSDAQ,중견기업부,25750,4750,22.62,21800,27300,21350,1282983,33312299000,317535507000,12331476,제약
002025,코오롱우,KOSPI,,14100,920,6.98,13180,16200,13180,552116,8177342830,15177099000,1076390,기타금융
120110,코오롱인더,KOSPI,,39550,700,1.8,38850,39950,38800,151968,5994369400,1088380049050,27519091,화학
120115,코오롱인더우,KOSPI,,22750,200,0.89,22300,22900,22300,9438,213790500,62968815000,2767860,화학
950160,코오롱티슈진,KOSDAQ,외국기업(소속부없음),18120,4180,29.99,14380,18120,14230,6493356,112631860330,1423382625000,78553125,제약
021240,코웨이,KOSPI,,65000,4500,7.44,60800,65200,60500,261102,16700007600,4796975235000,73799619,서비스업
033290,코웰패션,KOSDAQ,우량기업부,2635,15,0.57,2625,2645,2600,56978,149847410,147971853135,56156301,유통
056360,코위버,KOSDAQ,우량기업부,4975,-10,-0.2,4975,5320,4945,37378,188613125,48739080000,9796800,일반전기전자
282880,코윈테크,KOSDAQ,우량기업부,18330,460,2.57,17900,18510,17560,138800,2496420870,204229322310,11141807,기계·장비
121850,코이즈,KOSDAQ,벤처기업부,1131,-21,-1.82,1140,1152,1119,57513,65205071,34624631925,30614175,화학
448710,코츠테크놀로지,KOSDAQ,벤처기업부,22550,-600,-2.59,23350,23450,22050,115981,2617895350,116172909600,5151792,일반전기전자
126730,코칩,KOSDAQ,벤처기업부,13580,-80,-0.59,13670,13770,13110,27267,368405370,115476986800,8503460,일반전기전자
015710,코콤,KOSDAQ,중견기업부,4020,5,0.12,4010,4080,3960,51353,205462720,70472610000,17530500,일반전기전자
052330,코텍,KOSDAQ,우량기업부,7290,0,0.0,7290,7320,7250,3372,24554940,113538484080,15574552,일반전기전자
322780,코퍼스코리아,KOSDAQ,중견기업부,1222,1,0.08,1211,1230,1199,46500,56416474,46353653086,37932613,오락·문화
036420,콘텐트리중앙,KOSPI,,10760,-30,-0.28,10900,10980,10680,32678,353255680,207262434080,19262308,서비스업
200130,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,16800,-90,-0.53,16860,16860,16550,111293,1857868450,494181374400,29415558,제약
024720,콜마홀딩스,KOSPI,,8970,-220,-2.39,9230,9250,8890,222872,2008051390,329822594400,36769520,기타금융
031820,콤텍시스템,KOSPI,,642,-8,-1.23,648,653,642,460930,297654688,77715041172,121051466,서비스업
294570,쿠콘,KOSDAQ,벤처기업부,15260,80,0.53,15180,15480,15180,11904,182752060,156486493100,10254685,출판·매체복제
192400,쿠쿠홀딩스,KOSPI,,22000,200,0.92,21800,22050,21400,7300,159340900,782368070000,35562185,기타금융
284740,쿠쿠홈시스,KOSPI,,22550,250,1.12,22200,22700,22200,13893,311628150,505961791500,22437330,서비스업
317690,퀀타매트릭스,KOSDAQ,기술성장기업부,3990,-20,-0.5,4000,4100,3985,16684,67002695,65984269890,16537411,의료·정밀기기
078940,퀀타피아,KOSDAQ,관리종목(소속부없음),2855,0,0.0,0,0,0,0,0,151584163690,53094278,유통
227100,퀀텀온,KOSDAQ,투자주의환기종목(소속부없음),1419,5,0.35,1402,1490,1313,595103,842402506,22250791266,15680614,기타서비스
432720,퀄리타스반도체,KOSDAQ,기술성장기업부,19050,-260,-1.35,19040,19200,18860,69427,1321213470,209343117000,10989140,일반전기전자
456190,큐라켐,KONEX,일반기업부,21000,0,0.0,0,0,0,0,0,36840006000,1754286,
365270,큐라클,KOSDAQ,기술성장기업부,6190,320,5.45,5870,6450,5870,150784,928597850,85879861920,13873968,기타서비스
348080,큐라티스,KOSDAQ,기술성장기업부,1220,-64,-4.98,1255,1308,1214,768743,957186323,51425452200,42152010,기타서비스
086460,큐러블,KONEX,일반기업부,4065,-10,-0.25,4065,4065,4065,1,4065,11948661000,2939400,
060280,큐렉소,KOSDAQ,중견기업부,10290,-160,-1.53,10490,10630,10230,444342,4629787450,422815997100,41089990,유통
372320,큐로셀,KOSDAQ,기술성장기업부,32500,550,1.72,31650,32800,31400,171869,5544358750,457929062500,14090125,기타서비스
051780,큐로홀딩스,KOSDAQ,중견기업부,344,-4,-1.15,345,348,340,187156,64110313,46929322800,136422450,유통
115180,큐리언트,KOSDAQ,벤처기업부,4320,690,19.01,3715,4340,3685,1392003,5702585525,128794704480,29813589,기타서비스
445680,큐리옥스바이오시스템즈,KOSDAQ,기술성장기업부,41100,100,0.24,40550,41900,40350,87506,3605626250,330172493400,8033394,의료·정밀기기
182360,큐브엔터,KOSDAQ,우량기업부,12850,30,0.23,12820,13200,12780,80836,1049287220,177390227950,13804687,오락·문화
405100,큐알티,KOSDAQ,벤처기업부,18220,-380,-2.04,18400,18550,18070,78477,1426744050,223911064220,12289301,기타서비스
066310,큐에스아이,KOSDAQ,중견기업부,8530,-20,-0.23,8510,8560,8460,10273,87519110,79086927130,9271621,일반전기전자
136660,큐엠씨,KONEX,일반기업부,800,51,6.81,800,861,700,24,18221,7555040000,9443800,
016600,큐캐피탈,KOSDAQ,중견기업부,321,1,0.31,320,323,319,275272,88172578,57217322952,178247112,금융
355390,크라우드웍스,KOSDAQ,기술성장기업부,18770,-120,-0.64,18710,19140,18610,24038,453159560,77934917000,4152100,출판·매체복제
264900,크라운제과,KOSPI,,10110,250,2.54,9860,10170,9700,119150,1198438670,126616123500,12523850,음식료품
26490K,크라운제과우,KOSPI,,10690,-30,-0.28,10550,10740,10550,2446,25984920,8269356400,773560,음식료품
005740,크라운해태홀딩스,KOSPI,,6700,40,0.6,6640,6730,6550,63446,420947450,99477224900,14847347,기타금융
005745,크라운해태홀딩스우,KOSPI,,9710,-110,-1.12,9730,9820,9710,1116,10753350,5833049460,600726,기타금융
259960,크래프톤,KOSPI,,280000,-4000,-1.41,286500,289000,276500,104303,29313139000,13408990840000,47889253,서비스업
096240,크레버스,KOSDAQ,우량기업부,16900,0,0.0,16990,16990,16800,20654,347945150,191615242000,11338180,기타서비스
040350,크레오에스지,KOSDAQ,중견기업부,812,4,0.5,808,845,807,289832,237146590,119043611596,146605433,기타서비스
215570,크로넥스,KONEX,일반기업부,685,-4,-0.58,685,700,683,3446,2358885,3478469045,5078057,
110790,크리스에프앤씨,KOSDAQ,우량기업부,8210,-140,-1.68,8320,8390,8160,27259,225643800,192368181600,23430960,섬유·의류
900250,크리스탈신소재,KOSDAQ,외국기업(소속부없음),1095,22,2.05,1064,1150,1064,708504,782039703,143050804380,130640004,금융
045520,크린앤사이언스,KOSDAQ,중견기업부,5860,40,0.69,5820,5890,5820,1908,11158300,38090000000,6500000,기계·장비
036170,클라우드에어,KOSDAQ,중견기업부,841,6,0.72,830,844,830,38259,32068494,51608491466,61365626,일반전기전자
214150,클래시스,KOSDAQ GLOBAL,우량기업부,49550,-550,-1.1,50000,50600,49350,81619,4060057900,3171176166450,63999519,의료·정밀기기
352770,클리노믹스,KOSDAQ,기술성장기업부,1373,-25,-1.79,1400,1419,1370,199324,277636274,53390633149,38886113,기타서비스
237880,클리오,KOSDAQ,우량기업부,36700,200,0.55,36500,37000,36100,87484,3207474050,663218655100,18071353,화학
139670,키네마스터,KOSDAQ,중견기업부,3865,65,1.71,3800,3875,3800,20253,77923960,54569200650,14118810,출판·매체복제
020120,키다리스튜디오,KOSPI,,4185,5,0.12,4175,4220,4150,47673,198939635,155040715710,37046766,서비스업
413600,키움제6호스팩,KOSDAQ,SPAC(소속부없음),2240,-205,-8.38,2445,2475,2205,112518,261336635,7683200000,3430000,금융
433530,키움제7호스팩,KOSDAQ,SPAC(소속부없음),2330,-115,-4.7,2445,2460,2330,36608,87692145,9564650000,4105000,금융
446840,키움제8호스팩,KOSDAQ,SPAC(소속부없음),2200,0,0.0,2200,2200,2195,7134,15684130,12936000000,5880000,금융
039490,키움증권,KOSPI,,141100,-3500,-2.42,144600,144800,139700,66109,9322777900,3601818216600,25526706,증권
054780,키이스트,KOSDAQ,중견기업부,5770,-70,-1.2,5790,5890,5750,37387,216255020,112790765610,19547793,오락·문화
336040,타스컴,KONEX,일반기업부,6890,90,1.32,6800,6900,5800,143,922740,29035183450,4214105,
219130,타이거일렉,KOSDAQ,중견기업부,23050,-700,-2.95,23200,23700,22700,44548,1025186300,145544384500,6314290,일반전기전자
346010,타이드,KONEX,일반기업부,3400,0,0.0,0,0,0,0,0,16524210800,4860062,
318660,타임기술,KONEX,일반기업부,3000,115,3.99,2800,3100,2500,1103,3273825,6456303000,2152101,
434190,탈로스,KONEX,일반기업부,5400,70,1.31,5310,5500,5200,746,3931430,39794943600,7369434,
360070,탑머티리얼,KOSDAQ,벤처기업부,49950,-1350,-2.63,50700,50900,47850,52224,2611470100,403433312850,8076743,일반전기전자
180060,탑선,KONEX,일반기업부,9090,-40,-0.44,9380,9380,8900,1153,10457660,84970283940,9347666,
065130,탑엔지니어링,KOSDAQ,중견기업부,5390,20,0.37,5370,5570,5320,47674,258020000,92654002980,17189982,기계·장비
134580,탑코미디어,KOSDAQ,중견기업부,2815,0,0.0,2870,2870,2770,43089,120452115,62002534105,22025767,기타서비스
014580,태경비케이,KOSPI,,5310,-40,-0.75,5320,5380,5280,101674,539498440,146466261000,27583100,비금속광물
015890,태경산업,KOSPI,,5540,-10,-0.18,5540,5580,5520,29059,161336780,161927275000,29228750,화학
006890,태경케미컬,KOSPI,,13340,-110,-0.82,13510,13510,13300,26746,357162740,154744000000,11600000,화학
023160,태광,KOSDAQ,우량기업부,13410,390,3.0,13010,13480,12950,502213,6684236610,355365000000,26500000,금속
003240,태광산업,KOSPI,,651000,4000,0.62,648000,660000,641000,956,620611000,724823400000,1113400,화학
011280,태림포장,KOSPI,,2570,35,1.38,2530,2580,2505,42982,109368035,181971265800,70805940,종이목재
323280,태성,KOSDAQ,중견기업부,8880,-280,-3.06,9170,9650,8720,1018723,9259407120,229288082400,25820730,기계·장비
053620,태양,KOSDAQ,관리종목(소속부없음),7010,-20,-0.28,7030,7030,6940,4046,28224420,60286000000,8600000,금속
052960,태양3C,KONEX,일반기업부,4200,-95,-2.21,4200,4200,4200,1,4200,20525727600,4887078,
004100,태양금속,KOSPI,,3475,-10,-0.29,3455,3535,3320,6309190,21737189465,127532500000,36700000,운수장비
004105,태양금속우,KOSPI,,5300,0,0.0,5150,5430,5070,120199,630321760,17490000000,3300000,운수장비
116100,태양기계,KONEX,일반기업부,1700,4,0.24,1700,1789,1700,5,8589,10607976200,6239986,
009410,태영건설,KOSPI,,4620,0,0.0,0,0,0,0,0,53010161820,11474061,건설업
009415,태영건설우,KOSPI,,7130,0,0.0,0,0,0,0,0,4634314620,649974,건설업
044490,태웅,KOSDAQ,우량기업부,17630,240,1.38,17420,17850,17340,75264,1323651260,352730127030,20007381,금속
124560,태웅로직스,KOSDAQ,우량기업부,3625,-65,-1.76,3690,3900,3585,661035,2456458460,139260117000,38416584,운송
001420,태원물산,KOSPI,,4100,-90,-2.15,4150,4175,4095,1940,7995595,31160000000,7600000,운수장비
191420,테고사이언스,KOSDAQ,벤처기업부,20350,450,2.26,19900,20450,19600,16368,328875570,165014771900,8108834,제약
073640,테라사이언스,KOSDAQ,관리종목(소속부없음),654,0,0.0,0,0,0,0,0,62514162216,95587404,금속
066700,테라젠이텍스,KOSDAQ,우량기업부,3980,20,0.51,4000,4060,3825,219125,874327200,129248251300,32474435,제약
095610,테스,KOSDAQ,우량기업부,23550,-100,-0.42,23200,23700,23050,277055,6463662500,465541722300,19768226,기계·장비
055490,테이팩스,KOSPI,,24000,-250,-1.03,24400,24950,23900,44914,1091786550,114471600000,4769650,화학
308700,테크엔,KONEX,일반기업부,199,0,0.0,0,0,0,0,0,796000000,4000000,
064520,테크엘,KOSDAQ,중견기업부,3405,-35,-1.02,3440,3440,3340,24460,82391825,76105366110,22351062,일반전기전자
089030,테크윙,KOSDAQ,우량기업부,65700,-3000,-4.37,65700,67200,62500,1221820,79350188000,2454134476500,37353645,기계·장비
258050,테크트랜스,KONEX,일반기업부,597,51,9.34,600,600,465,3237,1884422,5966562474,9994242,
054450,텔레칩스,KOSDAQ,우량기업부,20250,-650,-3.11,20800,20800,20200,113710,2319442000,306670718250,15144233,일반전기전자
078000,텔코웨어,KOSPI,,10690,20,0.19,10670,10800,10590,783,8347830,103721927140,9702706,서비스업
200230,텔콘RF제약,KOSDAQ,중견기업부,724,-6,-0.82,730,735,720,89081,64606051,87061170140,120250235,제약
214420,토니모리,KOSPI,,10800,-410,-3.66,11150,11340,10640,545977,5921912790,259791829200,24054799,화학
393210,토마토시스템,KOSDAQ,기술성장기업부,8930,300,3.48,8800,9600,7930,1594266,13744676770,139437877920,15614544,출판·매체복제
215480,토박스코리아,KOSDAQ,중견기업부,3135,-40,-1.26,3190,3190,3120,5542,17412565,29469000000,9400000,유통
051360,토비스,KOSDAQ,벤처기업부,21100,100,0.48,21000,21250,20450,87111,1813157700,341124923800,16167058,일반전기전자
045340,토탈소프트,KOSDAQ,벤처기업부,5190,-110,-2.08,5360,5360,5170,23446,122188810,44416227600,8558040,출판·매체복제
108230,톱텍,KOSDAQ,벤처기업부,7700,140,1.85,7560,8000,7550,115822,891317270,292778986500,38023245,기계·장비
079970,투비소프트,KOSDAQ,벤처기업부,221,-3,-1.34,225,225,210,6139049,1315625061,20532005663,92905003,출판·매체복제
199800,툴젠,KOSDAQ,기술성장기업부,73700,-900,-1.21,75000,77600,73000,50146,3765211000,585248604600,7940958,기타서비스
417790,트루엔,KOSDAQ,벤처기업부,9900,10,0.1,9900,9990,9820,11861,117191860,108896535000,10999650,일반전기전자
290090,트윔,KOSDAQ,벤처기업부,9480,160,1.72,10130,10130,9400,7569,72691080,70419980640,7428268,출판·매체복제
026150,특수건설,KOSDAQ,중견기업부,6860,80,1.18,6840,6880,6760,24743,168548740,120367830660,17546331,건설
322180,티라유텍,KOSDAQ,중견기업부,5500,-80,-1.43,5690,5740,5290,196797,1069514000,90857112500,16519475,출판·매체복제
117730,티로보틱스,KOSDAQ,벤처기업부,12350,230,1.9,12280,12900,12260,392988,4941652460,220287691000,17837060,기계·장비
033830,티비씨,KOSDAQ,중견기업부,813,-3,-0.37,812,819,811,21014,17095967,81300000000,100000000,기타서비스
057680,티사이언티픽,KOSDAQ,벤처기업부,1139,119,11.67,1009,1236,1009,3063078,3485017015,81152042639,71248501,출판·매체복제
204610,티쓰리,KOSDAQ,벤처기업부,1151,34,3.04,1105,1215,1104,3625199,4240525186,73401249720,63771720,출판·매체복제
064760,티씨케이,KOSDAQ GLOBAL,우량기업부,131700,-2800,-2.08,131800,132400,129000,27993,3669951100,1537597500000,11675000,비금속
246710,티앤알바이오팹,KOSDAQ,기술성장기업부,6460,60,0.94,6400,6500,6250,13284,84934740,139192508880,21546828,제약
340570,티앤엘,KOSDAQ,우량기업부,64100,-700,-1.08,64500,64600,63100,72252,4623205900,521004800000,8128000,제약
043220,티에스넥스젠,KOSDAQ,중견기업부,527,5,0.96,520,528,509,565011,292558965,73914733874,140255662,기계·장비
277880,티에스아이,KOSDAQ,기술성장기업부,7160,-40,-0.56,7180,7370,7100,58743,421857260,144351557120,20160832,기계·장비
131290,티에스이,KOSDAQ,우량기업부,50200,-1600,-3.09,51200,51500,50000,134179,6758927200,555283735800,11061429,의료·정밀기기
019180,티에이치엔,KOSPI,,3460,-30,-0.86,3485,3510,3440,50139,173523125,62280000000,18000000,전기전자
425420,티에프이,KOSDAQ,벤처기업부,27150,-300,-1.09,27450,27450,26700,27484,742967750,308994150000,11381000,일반전기전자
131100,티엔엔터테인먼트,KOSDAQ,중견기업부,1485,35,2.41,1450,1748,1450,1441620,2280576711,41651654220,28048252,오락·문화
356860,티엘비,KOSDAQ,우량기업부,21950,-550,-2.44,22150,22500,21700,155149,3403765650,215826228500,9832630,일반전기전자
062860,티엘아이,KOSDAQ,관리종목(소속부없음),5800,0,0.0,0,0,0,0,0,57261776000,9872720,일반전기전자
413300,티엘엔지니어링,KONEX,일반기업부,2540,0,0.0,2540,2540,2540,1,2540,3316008100,1305515,
363280,티와이홀딩스,KOSPI,,3640,10,0.28,3630,3640,3580,25924,93520565,183562535520,50429268,기타금융
36328K,티와이홀딩스우,KOSPI,,5110,-20,-0.39,5130,5180,4995,6962,35119045,6351801540,1243014,기타금융
321550,티움바이오,KOSDAQ,기술성장기업부,5840,20,0.34,5820,5880,5710,42934,248487520,151988879120,26025493,기타서비스
091810,티웨이항공,KOSPI,,2685,-10,-0.37,2685,2705,2670,334096,897995700,578292550560,215378976,운수창고업
004870,티웨이홀딩스,KOSPI,,532,1,0.19,531,539,525,133697,70925633,59377420676,111611693,비금속광물
425040,티이엠씨,KOSDAQ,기술성장기업부,15740,-230,-1.44,15900,16070,15660,69342,1095820520,335240939880,21298662,화학
241790,티이엠씨씨엔에스,KOSDAQ,우량기업부,9850,-130,-1.3,9980,9980,9790,34030,336196940,98525944900,10002634,기계·장비
104480,티케이케미칼,KOSDAQ,우량기업부,1685,-3,-0.18,1688,1705,1667,178209,299089258,153158806290,90895434,화학
081150,티플랙스,KOSDAQ,우량기업부,3040,10,0.33,3010,3050,3010,60281,182250820,73775942080,24268402,금속
130740,티피씨글로벌,KOSDAQ,중견기업부,2170,15,0.7,2135,2190,2130,17873,38414595,24470393430,11276679,운송장비·부품
217880,틸론,KONEX,일반기업부,2870,15,0.53,3000,3000,2750,481,1343990,30787322300,10727290,
084730,팅크웨어,KOSDAQ,우량기업부,14260,-250,-1.72,14300,14480,14120,104264,1484323590,158420386240,11109424,일반전기전자
440110,파두,KOSDAQ,기술성장기업부,18900,-730,-3.72,19600,19680,18780,353163,6761895140,929677014000,49189260,일반전기전자
034230,파라다이스,KOSPI,,12950,110,0.86,12860,12990,12820,313743,4053361620,1188442517850,91771623,서비스업
